index,YEAR,LOCATION,CATTLE_BREED_TYPE,CATTLE_GENDER,CATTLE_AGE_0_6,CATTLE_AGE_6_6,CATTLE_AGE_6_12,CATTLE_AGE_12_18,CATTLE_AGE_18_24,CATTLE_AGE_24_30,CATTLE_AGE_30_36,CATTLE_AGE_36_PLUS
2723,2015,Doonbeg,DAIRY,M,1,17,889,16,542,17,102,21
2724,2020,Ilen,BEEF,M,249,882,4985,898,2799,243,359,393
2725,2018,Ilen,BEEF,M,250,896,4984,928,2828,258,368,393
2726,2016,Gweebarra,BEEF,M,27,71,127,30,49,2,10,17
2727,2015,Doonbeg,BEEF,M,147,488,2891,414,1736,129,276,285
2728,2020,Dodder,BEEF,M,27,70,217,78,186,22,14,28
2729,2017,Dargle,BEEF,M,20,141,556,94,299,32,49,54
2730,2015,Dargle,BEEF,M,17,141,556,94,289,32,50,52
2731,2014,Dodder,BEEF,M,12,61,115,49,92,18,8,23
2732,2016,Erriff,BEEF,M,11,49,205,27,59,2,3,22
2733,2017,Currane,BEEF,M,23,218,190,43,55,11,15,38
2734,2014,Currane,DAIRY,M,0,0,1,0,22,0,0,0
2735,2019,Erriff,DAIRY,M,0,0,0,0,4,0,0,0
2736,2018,Boyne,BEEF,C,0,0,0,2,172,630,4349,51799
2737,2016,Boyne,BEEF,C,0,0,0,2,175,613,4306,51235
2738,2016,Moy,BEEF,C,0,0,0,0,77,267,2919,41758
2739,2017,Boyne,BEEF,F,1589,7629,35551,11722,42646,6599,7947,1486
2740,2020,Nore,DAIRY,C,0,0,0,0,109,445,23537,94994
2741,2015,Nore,DAIRY,C,0,0,0,0,110,418,22718,92429
2742,2018,Boyne,DAIRY,C,0,0,0,0,100,1371,11440,62087
2743,2016,Boyne,DAIRY,C,0,0,0,0,97,1447,11200,61571
2744,2015,Nore,DAIRY,F,404,1398,31872,1630,28471,1318,3417,647
2745,2020,Nore,BEEF,F,1660,7343,40049,10179,35146,4169,3995,1292
2746,2019,Inny,BEEF,C,0,0,0,1,89,274,2184,30008
2747,2018,Inny,BEEF,C,0,0,0,1,87,270,2186,29831
2748,2015,Doonbeg,DAIRY,F,3,21,1416,31,1322,25,311,73
2749,2020,Inny,DAIRY,F,141,437,4989,563,5404,394,875,223
2750,2019,Ilen,BEEF,F,236,952,4403,831,2739,396,445,184
2751,2019,Dodder,DAIRY,F,4,16,332,15,109,4,9,2
2752,2016,Dodder,DAIRY,F,2,0,306,1,94,0,2,0
2753,2020,Ilen,DAIRY,F,75,340,5199,418,4909,348,696,165
2754,2015,Ilen,DAIRY,F,70,344,5148,420,4884,346,664,162
2755,2014,Vartry,DAIRY,F,16,105,203,127,268,92,47,28
2756,2016,Inny,DAIRY,C,0,0,0,0,27,201,4295,19654
2757,2019,Dargle,BEEF,C,0,0,0,0,3,15,76,1089
2758,2015,Doonbeg,BEEF,C,0,0,0,0,7,28,374,5697
2759,2020,Vartry,DAIRY,C,0,0,0,0,3,72,266,1369
2760,2020,Currane,BEEF,F,33,197,318,116,151,62,53,30
2761,2014,Currane,BEEF,F,33,183,314,114,162,61,50,29
2762,2016,Moy,DAIRY,C,0,0,0,0,12,80,1631,9655
2763,2018,Currane,BEEF,C,0,0,0,0,0,9,60,1225
2764,2017,Dodder,BEEF,C,0,0,0,0,2,3,52,513
2765,2015,Dodder,BEEF,C,0,0,0,0,2,3,49,511
2766,2014,Dodder,BEEF,C,0,0,0,0,1,3,47,514
2767,2017,Dargle,DAIRY,C,0,0,0,0,1,12,54,303
2768,2015,Dargle,DAIRY,C,0,0,0,0,0,2,36,186
2769,2019,Gweebarra,DAIRY,F,0,0,25,0,32,1,5,0
2770,2020,Currane,DAIRY,C,0,0,0,0,0,0,5,27
2771,2014,Boyne,BEEF,M,1540,7281,34142,9759,33362,4861,7554,2875
2772,2015,Inny,BEEF,M,685,3644,15907,4528,14430,2029,2751,1396
2773,2016,Boyne,DAIRY,M,772,2258,8430,2858,7814,1258,1350,335
2774,2015,Boyne,DAIRY,M,769,2220,7948,2752,7633,1225,1354,327
2775,2014,Boyne,DAIRY,M,769,2115,8102,2661,8024,1243,1408,333
2776,2019,Moy,BEEF,M,777,3632,17404,3486,11071,1003,1120,1283
2777,2020,Moy,BEEF,M,777,3619,17348,3476,11038,1002,1121,1281
2778,2017,Moy,BEEF,M,795,3656,17358,3425,11016,1020,1128,1286
2779,2014,Doonbeg,DAIRY,M,1,17,872,16,528,17,102,22
2780,2017,Ilen,BEEF,M,241,879,4991,896,2794,250,371,391
2781,2020,Gweebarra,BEEF,M,29,81,137,35,53,4,11,20
2782,2019,Dodder,DAIRY,M,0,3,129,36,95,22,0,0
2783,2018,Dargle,BEEF,M,20,141,565,103,306,32,49,54
2784,2016,Dargle,BEEF,M,20,141,556,94,299,32,49,54
2785,2018,Vartry,DAIRY,M,23,72,113,45,103,20,8,6
2786,2017,Vartry,DAIRY,M,23,71,113,45,103,20,8,6
2787,2019,Dargle,DAIRY,M,1,2,56,21,22,19,3,0
2788,2018,Dodder,DAIRY,M,0,2,41,6,15,18,0,0
2789,2018,Erriff,BEEF,M,12,49,215,36,87,2,4,23
2790,2016,Currane,BEEF,M,23,191,188,43,55,11,14,37
2791,2019,Vartry,BEEF,C,0,0,0,0,4,25,181,1632
2792,2015,Boyne,BEEF,C,0,0,0,3,226,588,3844,48548
2793,2017,Moy,BEEF,C,0,0,0,0,125,272,2791,41436
2794,2017,Dargle,BEEF,C,0,0,0,0,9,13,42,1073
2795,2014,Inny,BEEF,C,0,0,0,0,98,252,1938,27897
2796,2017,Ilen,BEEF,C,0,0,0,0,22,93,542,6491
2797,2018,Ilen,BEEF,C,0,0,0,0,23,98,537,6519
2798,2020,Moy,DAIRY,C,0,0,0,0,14,61,1387,9937
2799,2014,Moy,DAIRY,C,0,0,0,0,15,64,1406,9867
2800,2016,Currane,BEEF,C,0,0,0,0,0,11,66,1162
2801,2018,Doonbeg,DAIRY,C,0,0,0,0,5,3,943,6136
2802,2019,Doonbeg,DAIRY,C,0,0,0,0,5,3,994,6371
2803,2019,Currane,DAIRY,C,0,0,0,0,0,0,4,28
2804,2018,Erriff,BEEF,C,0,0,0,0,0,1,25,596
2805,2019,Inny,DAIRY,F,184,536,6040,660,6122,388,808,287
2806,2020,Moy,BEEF,F,772,3657,18745,3744,14541,2283,4272,1078
2807,2016,Moy,BEEF,F,775,3641,18501,3694,14486,2272,4218,1067
2808,2020,Dargle,BEEF,F,31,137,581,148,400,81,128,37
2809,2015,Dargle,BEEF,F,31,134,585,135,396,79,122,38
2810,2014,Dargle,BEEF,F,31,132,561,133,376,74,121,37
2811,2017,Boyne,DAIRY,F,1011,3553,16136,4267,15838,2438,2719,1010
2812,2016,Ilen,DAIRY,F,65,344,5012,427,4529,301,666,177
2813,2014,Vartry,BEEF,F,61,275,941,333,983,151,164,28
2814,2019,Gweebarra,DAIRY,C,0,0,0,0,0,0,22,95
2815,2015,Gweebarra,DAIRY,C,0,0,0,0,0,0,22,94
2816,2019,Erriff,BEEF,F,7,34,229,25,133,19,40,10
2817,2018,Dodder,BEEF,F,22,60,184,78,128,54,48,16
2818,2017,Dodder,DAIRY,F,0,1,252,2,84,0,6,1
2819,2020,Moy,DAIRY,F,126,320,2560,368,2236,283,440,202
2820,2017,Moy,DAIRY,F,118,306,2568,350,2232,274,457,211
2821,2016,Gweebarra,DAIRY,F,0,0,34,0,15,0,7,0
2822,2016,Erriff,DAIRY,F,0,0,3,0,0,0,0,1
2823,2020,Currane,DAIRY,F,0,0,2,0,2,0,0,0
2824,2019,Boyne,BEEF,M,1704,7299,33898,9844,35264,4852,7593,2892
2825,2016,Moy,BEEF,M,734,3737,16109,3147,11111,1092,1446,1287
2826,2016,Doonbeg,BEEF,M,125,538,2913,351,1749,165,240,294
2827,2017,Vartry,BEEF,M,72,270,859,207,695,123,158,79
2828,2016,Vartry,BEEF,M,72,271,909,208,704,123,158,83
2829,2016,Doonbeg,DAIRY,M,3,13,995,25,647,9,94,27
2830,2016,Nore,DAIRY,M,461,1497,24304,1745,22527,1065,1792,381
2831,2017,Gweebarra,BEEF,M,10,69,165,18,44,8,10,22
2832,2019,Dodder,BEEF,M,22,61,226,60,162,49,33,30
2833,2015,Moy,DAIRY,M,101,153,1194,199,1039,116,117,57
2834,2014,Erriff,BEEF,M,2,49,231,22,120,15,23,15
2835,2020,Currane,BEEF,M,27,208,256,27,58,12,7,42
2836,2020,Dargle,DAIRY,M,0,3,38,4,37,9,4,0
2837,2014,Dargle,DAIRY,M,0,3,12,4,25,8,4,0
2838,2020,Ilen,DAIRY,M,56,182,1401,182,856,66,85,39
2839,2020,Dodder,DAIRY,M,8,8,121,23,171,40,3,1
2840,2014,Gweebarra,DAIRY,M,0,0,200,4,308,0,8,2
2841,2019,Vartry,DAIRY,M,15,31,129,59,52,14,9,4
2842,2017,Gweebarra,DAIRY,M,0,0,0,0,5,0,0,0
2843,2019,Currane,DAIRY,M,0,0,1,0,0,0,4,0
2844,2017,Nore,BEEF,C,0,0,0,0,151,651,4612,48407
2845,2018,Nore,BEEF,C,0,0,0,0,147,654,4645,48856
2846,2017,Nore,DAIRY,C,0,0,0,0,121,493,22589,101244
2847,2018,Dodder,BEEF,C,0,0,0,0,1,10,22,530
2848,2020,Boyne,BEEF,C,0,0,0,4,225,604,4065,50430
2849,2017,Inny,BEEF,C,0,0,0,0,104,264,1981,28974
2850,2016,Ilen,BEEF,C,0,0,0,0,22,93,541,6513
2851,2015,Ilen,BEEF,C,0,0,0,0,22,93,542,6475
2852,2019,Doonbeg,BEEF,C,0,0,0,0,25,38,329,5716
2853,2016,Doonbeg,BEEF,C,0,0,0,0,24,34,325,5651
2854,2020,Dodder,DAIRY,C,0,0,0,0,0,1,42,330
2855,2019,Dodder,DAIRY,C,0,0,0,0,0,1,26,258
2856,2016,Dargle,DAIRY,C,0,0,0,0,0,1,41,336
2857,2014,Dargle,DAIRY,C,0,0,0,0,0,1,29,206
2858,2015,Ilen,DAIRY,C,0,0,0,0,37,90,3955,20117
2859,2020,Inny,DAIRY,C,0,0,0,1,29,220,4050,20291
2860,2017,Currane,BEEF,C,0,0,0,0,0,11,65,1227
2861,2014,Currane,BEEF,C,0,0,0,0,0,8,61,1087
2862,2016,Doonbeg,DAIRY,C,0,0,0,0,5,3,942,6081
2863,2017,Currane,DAIRY,C,0,0,0,0,0,0,4,28
2864,2016,Currane,DAIRY,C,0,0,0,0,0,0,4,28
2865,2018,Vartry,DAIRY,C,0,0,0,0,3,65,416,1595
2866,2018,Boyne,BEEF,F,1596,7322,35815,11328,41967,6460,7829,1599
2867,2016,Inny,DAIRY,F,194,528,6163,638,6133,415,767,270
2868,2017,Doonbeg,BEEF,F,112,562,2893,404,1719,253,501,168
2869,2015,Doonbeg,BEEF,F,114,545,2867,383,1704,250,494,165
2870,2014,Ilen,BEEF,F,303,1045,4215,776,2741,379,403,205
2871,2020,Nore,DAIRY,F,438,1470,34363,1621,31388,1096,3413,645
2872,2018,Gweebarra,DAIRY,C,0,0,0,0,0,0,22,95
2873,2020,Dodder,BEEF,F,24,84,290,107,253,60,60,21
2874,2016,Dargle,DAIRY,F,0,1,304,20,120,17,8,2
2875,2014,Dargle,DAIRY,F,0,1,272,2,95,2,5,1
2876,2019,Doonbeg,DAIRY,F,6,18,1461,38,1348,39,329,83
2877,2016,Doonbeg,DAIRY,F,6,10,1387,25,1285,30,306,76
2878,2020,Vartry,DAIRY,F,15,126,399,187,411,93,42,26
2879,2017,Vartry,DAIRY,F,15,87,197,139,323,84,32,26
2880,2018,Moy,DAIRY,F,118,306,2544,350,2238,266,458,200
2881,2020,Erriff,DAIRY,C,0,0,0,0,0,0,0,1
2882,2016,Erriff,DAIRY,C,0,0,0,0,0,0,0,1
2883,2018,Gweebarra,DAIRY,F,0,0,34,0,15,0,7,0
2884,2014,Gweebarra,DAIRY,F,0,0,6,0,6,0,0,0
2885,2019,Currane,DAIRY,F,0,0,2,0,2,0,0,0
2886,2014,Currane,DAIRY,F,0,0,2,0,2,0,0,0
2887,2017,Inny,BEEF,M,649,3525,15616,4552,15333,1768,2775,1520
2888,2016,Boyne,BEEF,M,1631,7070,33304,9348,33245,4717,7428,2873
2889,2014,Moy,BEEF,M,723,3688,15883,3040,10863,1075,1384,1268
2890,2019,Nore,BEEF,M,1578,7579,42995,9098,41717,4109,4930,2882
2891,2015,Nore,BEEF,M,1525,7374,42131,9021,41384,4089,4904,2849
2892,2020,Doonbeg,BEEF,M,141,575,2948,356,1777,169,243,309
2893,2018,Doonbeg,BEEF,M,126,557,2939,351,1748,164,243,297
2894,2020,Boyne,DAIRY,M,713,1973,8111,2664,8714,1306,1091,389
2895,2015,Gweebarra,BEEF,M,10,69,164,18,42,8,10,21
2896,2017,Boyne,DAIRY,M,705,1875,7736,2447,7960,1265,1058,384
2897,2015,Dodder,BEEF,M,19,54,142,34,68,39,30,27
2898,2020,Erriff,BEEF,M,2,42,202,31,76,17,34,13
2899,2015,Currane,BEEF,M,26,200,233,28,57,12,7,38
2900,2019,Inny,DAIRY,M,107,317,2192,372,1978,219,273,125
2901,2017,Inny,DAIRY,M,113,324,2255,380,2019,233,276,131
2902,2014,Dodder,DAIRY,M,0,1,4,3,11,6,1,0
2903,2018,Gweebarra,DAIRY,M,0,0,0,0,5,0,0,0
2904,2016,Dargle,BEEF,C,0,0,0,0,9,13,42,1073
2905,2015,Dargle,BEEF,C,0,0,0,0,9,13,42,1073
2906,2015,Boyne,DAIRY,C,0,0,0,1,115,1594,11185,64049
2907,2017,Inny,DAIRY,C,0,0,0,1,27,192,4175,20729
2908,2018,Inny,DAIRY,C,0,0,0,1,27,189,4056,20388
2909,2018,Doonbeg,BEEF,C,0,0,0,0,24,40,329,5747
2910,2019,Moy,DAIRY,C,0,0,0,0,15,64,1379,9916
2911,2017,Ilen,DAIRY,C,0,0,0,0,37,90,3965,20257
2912,2018,Ilen,DAIRY,C,0,0,0,0,37,90,3942,20151
2913,2014,Ilen,DAIRY,C,0,0,0,0,37,90,4075,20589
2914,2014,Inny,DAIRY,C,0,0,0,1,29,174,4045,20076
2915,2014,Doonbeg,DAIRY,C,0,0,0,0,4,3,943,6153
2916,2017,Gweebarra,BEEF,C,0,0,0,0,2,8,43,694
2917,2016,Gweebarra,BEEF,C,0,0,0,0,2,8,43,694
2918,2018,Nore,BEEF,F,1488,7167,39416,8980,33540,4403,4289,1211
2919,2016,Nore,BEEF,F,1476,7081,38830,8853,33296,4408,4266,1236
2920,2018,Currane,DAIRY,C,0,0,0,0,0,0,4,28
2921,2019,Vartry,DAIRY,C,0,0,0,0,0,48,348,1385
2922,2016,Vartry,DAIRY,C,0,0,0,0,3,37,266,1510
2923,2014,Vartry,DAIRY,C,0,0,0,0,3,38,258,1572
2924,2015,Inny,BEEF,F,652,3425,15898,4162,15678,2575,3290,787
2925,2014,Inny,BEEF,F,650,3379,15720,4119,15490,2538,3259,787
2926,2017,Inny,DAIRY,F,180,528,6132,651,6202,417,769,271
2927,2015,Inny,DAIRY,F,185,493,6050,614,6082,397,748,261
2928,2017,Moy,BEEF,F,783,3658,18671,3732,14533,2296,4266,1075
2929,2018,Moy,BEEF,F,775,3664,18695,3756,14597,2291,4267,1087
2930,2020,Erriff,DAIRY,C,0,0,0,0,0,0,0,12
2931,2018,Gweebarra,DAIRY,C,0,0,0,0,0,0,12,104
2932,2020,Dodder,BEEF,F,26,67,340,98,259,68,93,17
2933,2020,Nore,DAIRY,F,393,1462,34192,1891,31855,1134,3007,569
2934,2016,Inny,DAIRY,F,229,615,6768,722,5815,425,622,232
2935,2019,Doonbeg,DAIRY,F,1,19,1465,25,1377,17,255,51
2936,2016,Doonbeg,DAIRY,F,1,17,1398,16,1305,9,230,37
2937,2016,Erriff,DAIRY,C,0,0,0,0,0,0,0,2
2938,2018,Moy,DAIRY,F,109,240,2618,371,2281,239,423,179
2939,2014,Dargle,DAIRY,F,0,1,222,2,141,8,9,4
2940,2020,Vartry,DAIRY,F,13,124,452,138,384,53,25,16
2941,2017,Vartry,DAIRY,F,11,91,312,102,276,50,24,16
2942,2016,Dargle,DAIRY,F,0,1,268,2,81,20,11,4
2943,2014,Gweebarra,DAIRY,F,0,0,2,2,6,2,0,2
2944,2014,Currane,DAIRY,F,0,0,10,0,3,0,2,0
2945,2018,Gweebarra,DAIRY,F,0,0,8,0,34,1,0,0
2946,2019,Currane,DAIRY,F,0,0,10,0,5,0,1,0
2947,2014,Moy,BEEF,M,619,3192,17452,3139,10093,818,843,1226
2948,2020,Doonbeg,BEEF,M,149,548,3126,424,1695,126,150,299
2949,2018,Doonbeg,BEEF,M,136,537,3134,405,1658,124,145,291
2950,2019,Nore,BEEF,M,1396,7029,46132,9257,42215,3076,2733,2532
2951,2015,Nore,BEEF,M,1358,6846,45278,9102,41552,3020,2752,2519
2952,2016,Boyne,BEEF,M,1467,6277,35424,9277,33709,4107,4997,2438
2953,2017,Inny,BEEF,M,538,3144,16545,4299,14817,1546,1718,1263
2954,2020,Boyne,DAIRY,M,811,2157,11215,2422,8097,1034,694,233
2955,2017,Boyne,DAIRY,M,787,2114,10665,2361,7462,957,679,218
2956,2015,Gweebarra,BEEF,M,10,71,192,16,17,0,3,22
2957,2020,Erriff,BEEF,M,1,39,186,47,133,15,8,15
2958,2015,Dodder,BEEF,M,7,59,104,38,80,5,15,19
2959,2019,Inny,DAIRY,M,140,317,3201,378,1842,198,173,90
2960,2015,Currane,BEEF,M,33,193,253,31,52,8,12,36
2961,2017,Inny,DAIRY,M,157,330,3222,401,1954,200,172,94
2962,2018,Gweebarra,DAIRY,M,0,0,0,0,1,0,0,0
2963,2014,Dodder,DAIRY,M,0,4,1,0,3,0,1,0
2964,2016,Dargle,BEEF,C,0,0,0,0,4,5,66,984
2965,2015,Dargle,BEEF,C,0,0,0,0,4,5,67,983
2966,2015,Boyne,DAIRY,C,0,0,1,0,124,1652,11928,64673
2967,2019,Moy,DAIRY,C,0,0,0,0,8,101,1595,9700
2968,2017,Ilen,DAIRY,C,0,0,0,0,29,89,3875,20492
2969,2018,Ilen,DAIRY,C,0,0,0,0,29,89,3850,20383
2970,2014,Ilen,DAIRY,C,0,0,0,0,31,95,4018,20562
2971,2018,Doonbeg,BEEF,C,0,0,0,0,14,41,442,5641
2972,2017,Inny,DAIRY,C,0,0,0,0,39,167,4734,21071
2973,2018,Inny,DAIRY,C,0,0,0,0,39,165,4618,20756
2974,2014,Inny,DAIRY,C,0,0,0,0,38,144,4634,20333
2975,2017,Gweebarra,BEEF,C,0,0,0,0,1,17,35,672
2976,2016,Gweebarra,BEEF,C,0,0,0,0,1,17,35,672
2977,2018,Nore,BEEF,F,1274,6682,41591,8481,31764,3458,3438,1196
2978,2016,Nore,BEEF,F,1255,6588,41240,8330,31444,3427,3441,1211
2979,2014,Doonbeg,DAIRY,C,0,0,0,0,4,6,1006,6191
2980,2018,Currane,DAIRY,C,0,0,0,0,0,0,3,32
2981,2018,Moy,BEEF,F,633,3238,19884,3915,14231,1893,3747,1108
2982,2017,Moy,BEEF,F,628,3245,19779,3910,14188,1892,3755,1109
2983,2019,Vartry,DAIRY,C,0,0,0,0,2,63,293,1382
2984,2016,Vartry,DAIRY,C,0,0,0,0,3,52,283,1462
2985,2014,Vartry,DAIRY,C,0,0,0,0,3,52,264,1481
2986,2015,Inny,BEEF,F,522,2979,15964,4227,15356,1997,2474,727
2987,2014,Inny,BEEF,F,515,2904,15739,4258,15430,1959,2447,734
2988,2019,Doonbeg,BEEF,F,135,527,3092,410,1613,216,529,164
2989,2014,Doonbeg,BEEF,F,134,515,3128,433,1608,223,524,166
2990,2015,Boyne,DAIRY,F,902,4080,16325,4371,16012,2297,2188,932
2991,2014,Boyne,DAIRY,F,909,4036,16428,4327,16078,2289,2201,951
2992,2017,Vartry,BEEF,F,60,236,973,254,702,115,112,24
2993,2015,Vartry,BEEF,F,60,236,986,257,736,117,103,26
2994,2019,Currane,BEEF,F,33,202,313,96,203,66,62,24
2995,2018,Erriff,BEEF,F,3,64,240,43,218,21,60,6
2996,2014,Nore,DAIRY,F,402,1410,32880,1833,30586,1114,2922,626
2997,2020,Boyne,DAIRY,F,962,4107,17901,4444,17099,2402,2321,906
2998,2019,Boyne,DAIRY,F,954,4007,17642,4380,16820,2374,2298,908
2999,2017,Inny,DAIRY,F,223,617,6668,744,5803,430,631,229
3000,2015,Inny,DAIRY,F,220,577,6693,674,5710,415,606,221
3001,2017,Ilen,DAIRY,F,85,273,4908,382,4254,292,515,146
3002,2017,Dargle,BEEF,F,20,87,587,136,448,62,94,26
3003,2014,Doonbeg,DAIRY,F,1,12,1415,18,1306,9,259,46
3004,2015,Erriff,BEEF,F,3,65,231,25,180,15,54,5
3005,2014,Erriff,BEEF,F,2,56,227,24,169,13,54,4
3006,2020,Gweebarra,BEEF,F,17,76,202,61,129,13,44,26
3007,2015,Dodder,DAIRY,F,0,1,197,1,31,1,9,2
3008,2017,Gweebarra,DAIRY,F,0,0,8,0,34,1,0,0
3009,2020,Erriff,DAIRY,F,0,0,1,1,2,0,0,0
3010,2019,Erriff,DAIRY,F,0,0,0,1,1,0,0,0
3011,2014,Nore,BEEF,M,1362,6825,45583,9161,42050,3116,2780,2521
3012,2016,Inny,BEEF,M,518,3106,16393,4220,14604,1523,1697,1237
3013,2014,Ilen,BEEF,M,284,1019,5127,744,2574,176,244,375
3014,2017,Doonbeg,DAIRY,M,1,20,996,13,671,8,56,13
3015,2018,Gweebarra,BEEF,M,14,84,199,25,20,0,5,24
3016,2020,Nore,DAIRY,M,467,1760,26287,1739,20611,664,1312,210
3017,2015,Nore,DAIRY,M,439,1686,24940,1718,19672,616,1256,211
3018,2019,Dargle,BEEF,M,26,95,488,102,321,26,29,56
3019,2017,Dodder,BEEF,M,7,60,110,44,83,5,15,19
3020,2016,Dodder,BEEF,M,7,60,110,44,83,5,15,19
3021,2016,Moy,DAIRY,M,126,155,1672,203,802,86,96,35
3022,2018,Currane,BEEF,M,33,198,245,31,56,8,12,40
3023,2014,Currane,BEEF,M,33,183,221,34,58,8,13,37
3024,2014,Inny,DAIRY,M,156,300,3029,307,1709,155,160,96
3025,2019,Ilen,DAIRY,M,72,141,1448,169,668,41,80,22
3026,2017,Ilen,DAIRY,M,72,142,1451,169,655,41,79,22
3027,2016,Ilen,DAIRY,M,73,141,1420,169,650,41,77,22
3028,2015,Ilen,DAIRY,M,75,141,1451,169,653,41,78,22
3029,2018,Erriff,DAIRY,M,0,0,19,1,10,0,0,0
3030,2014,Erriff,DAIRY,M,0,0,64,1,99,0,0,0
3031,2016,Dargle,DAIRY,M,0,7,46,1,13,0,2,1
3032,2015,Dodder,DAIRY,M,0,4,0,0,3,0,1,0
3033,2017,Currane,DAIRY,M,0,0,4,0,0,0,0,0
3034,2016,Currane,DAIRY,M,0,0,4,0,0,0,0,0
3035,2015,Currane,DAIRY,M,0,0,4,0,0,0,0,0
3036,2016,Nore,BEEF,C,0,0,0,0,154,643,4281,45611
3037,2018,Moy,BEEF,C,0,0,0,0,81,253,2975,40120
3038,2015,Moy,BEEF,C,0,0,0,1,80,248,2917,39421
3039,2018,Dargle,BEEF,C,0,0,0,0,4,7,67,1013
3040,2020,Dargle,BEEF,C,0,0,0,0,4,7,68,1016
3041,2017,Boyne,BEEF,C,0,0,0,4,190,621,4165,47043
3042,2020,Boyne,DAIRY,C,0,0,1,0,127,1607,13041,68161
3043,2017,Boyne,DAIRY,C,0,0,1,0,122,1583,12310,65276
3044,2015,Inny,BEEF,C,0,0,0,1,87,246,2029,26511
3045,2016,Nore,DAIRY,C,0,0,0,0,98,470,24312,103817
3046,2017,Doonbeg,BEEF,C,0,0,0,0,14,41,442,5616
3047,2018,Vartry,BEEF,C,0,0,0,0,6,29,117,1534
3048,2015,Vartry,BEEF,C,0,0,0,0,5,30,126,1524
3049,2016,Vartry,BEEF,C,0,0,0,0,6,29,126,1513
3050,2019,Gweebarra,BEEF,C,0,0,0,0,2,17,35,729
3051,2015,Gweebarra,BEEF,C,0,0,0,0,1,16,33,662
3052,2019,Nore,BEEF,F,1265,6684,41881,8524,31981,3487,3442,1197
3053,2017,Nore,BEEF,F,1254,6592,41459,8352,31627,3392,3433,1174
3054,2020,Doonbeg,DAIRY,C,0,0,0,0,4,6,1075,6574
3055,2017,Doonbeg,DAIRY,C,0,0,0,0,4,6,1003,6210
3056,2014,Moy,BEEF,F,606,3177,19326,3822,13953,1836,3653,1085
3057,2017,Vartry,DAIRY,C,0,0,0,0,3,52,264,1354
3058,2019,Erriff,BEEF,C,0,0,0,0,0,1,18,536
3059,2017,Erriff,BEEF,C,0,0,0,0,1,0,14,566
3060,2014,Erriff,BEEF,C,0,0,0,0,0,0,14,532
3061,2017,Ilen,BEEF,F,215,892,4425,721,2217,289,427,147
3062,2016,Ilen,BEEF,F,216,887,4412,721,2214,289,429,146
3063,2019,Erriff,DAIRY,C,0,0,0,0,0,0,0,11
3064,2017,Gweebarra,DAIRY,C,0,0,0,0,0,0,12,104
3065,2016,Gweebarra,DAIRY,C,0,0,0,0,0,0,12,104
3066,2017,Nore,DAIRY,F,409,1468,33551,1894,31030,1136,2985,565
3067,2016,Nore,DAIRY,F,402,1475,33394,1880,30808,1135,2944,633
3068,2018,Inny,DAIRY,F,215,612,6723,700,5749,468,666,237
3069,2014,Inny,DAIRY,F,214,560,6577,666,5706,411,618,222
3070,2019,Dodder,BEEF,F,26,51,248,84,224,66,90,16
3071,2014,Dodder,BEEF,F,10,45,247,63,138,41,47,11
3072,2016,Erriff,BEEF,F,3,64,234,26,195,15,57,6
3073,2014,Erriff,DAIRY,C,0,0,0,0,0,0,0,2
3074,2016,Moy,DAIRY,F,112,247,2552,371,2306,235,400,176
3075,2018,Dodder,DAIRY,F,0,1,243,1,63,18,11,2
3076,2018,Dargle,DAIRY,F,1,9,286,16,102,36,15,5
3077,2014,Dodder,DAIRY,F,0,1,197,1,31,1,9,2
3078,2015,Erriff,DAIRY,F,0,0,0,1,2,0,0,1
3079,2020,Gweebarra,DAIRY,F,0,0,8,0,34,1,0,0
3080,2018,Currane,DAIRY,F,0,0,10,0,5,0,1,0
3081,2015,Currane,DAIRY,F,0,0,10,0,3,0,1,0
3082,2014,Erriff,DAIRY,F,0,0,0,1,2,0,0,0
3083,2015,Moy,BEEF,M,632,3212,17463,3164,10205,833,871,1236
3084,2019,Inny,BEEF,M,569,3196,16965,4336,14885,1556,1724,1265
3085,2019,Ilen,BEEF,M,290,1043,5052,845,2667,180,241,368
3086,2019,Doonbeg,DAIRY,M,1,19,984,13,672,8,59,12
3087,2018,Boyne,DAIRY,M,788,2113,10472,2350,7505,990,688,218
3088,2014,Gweebarra,BEEF,M,20,158,706,150,380,12,14,44
3089,2017,Erriff,BEEF,M,1,43,187,25,113,16,7,15
3090,2015,Erriff,BEEF,M,1,40,182,20,77,11,5,15
3091,2015,Vartry,BEEF,M,56,205,834,206,504,73,43,90
3092,2018,Dodder,BEEF,M,7,60,117,44,83,5,15,21
3093,2018,Inny,DAIRY,M,142,318,3330,388,2073,190,173,95
3094,2016,Inny,DAIRY,M,155,335,3107,367,1721,155,161,94
3095,2020,Vartry,DAIRY,M,10,38,75,38,67,16,10,5
3096,2015,Vartry,DAIRY,M,10,35,46,38,68,16,11,5
3097,2016,Vartry,DAIRY,M,10,35,46,38,70,16,10,5
3098,2014,Vartry,DAIRY,M,10,37,64,23,30,16,11,6
3099,2016,Erriff,DAIRY,M,0,0,7,1,4,0,0,0
3100,2020,Gweebarra,DAIRY,M,0,0,0,0,1,0,0,0
3101,2019,Gweebarra,DAIRY,M,0,0,0,0,1,0,0,0
3102,2016,Gweebarra,DAIRY,M,0,0,0,0,1,0,0,0
