ITAX,EINTEXP,EXTRA,ELNATR,STNAME,INTINC,NETINC,NONIX,NIM,YEAR,ITAXR,IGLSEC,NONII,ID
13482,51006,0,86411,New Mexico,108361,-100466,62468,57355,2009,-66056,-20928,25468,SI_2009_NM
180402,153630,0,225922,Nevada,1011196,280282,295647,857566,2009,515626,-54942,179629,SI_2009_NV
232848,2445791,0,693193,New York,5668825,527174,2159493,3223034,2009,1033585,-278657,663237,SI_2009_NY
112980,846191,0,466246,Ohio,1911624,189964,1364215,1065433,2009,204621,98323,969651,SI_2009_OH
2229,307915,0,271051,Oklahoma,738550,70694,264648,430635,2009,69163,3760,174227,SI_2009_OK
1573,10257,0,7759,Oregon,38030,-1402,22480,27773,2009,-93,264,2373,SI_2009_OR
466,606,0,94,Other Areas,6020,793,6165,5414,2009,1045,214,1890,SI_2009_OT
-515463,2781599,0,1749379,Pennsylvania,6191279,109615,2912178,3409680,2009,-134048,-251347,1117829,SI_2009_PA
466,606,0,94,Pacific Islands,6020,793,6165,5414,2009,1045,214,1890,SI_2009_PI
0,0,0,0,Puerto Rico,0,0,0,0,2009,0,0,0,SI_2009_PR
-38904,65825,0,19964,Rhode Island,166497,-94728,120959,100672,2009,-141114,7482,-100863,SI_2009_RI
6529,159808,28857,119684,South Carolina,429830,18376,209308,270022,2009,-9663,5711,49307,SI_2009_SC
4777,29616,0,17123,South Dakota,95831,10981,59245,66215,2009,15898,-140,26051,SI_2009_SD
16229,104672,0,19193,Tennessee,284383,33276,159486,179711,2009,46064,3441,45032,SI_2009_TN
182837,734258,0,961726,Texas,2573461,431957,2204907,1839203,2009,622743,-7949,1950173,SI_2009_TX
1603695,23084603,53905,18159487,United States,58834921,1654795,31558562,35750318,2009,3818793,-596383,17786525,SI_2009_US
1604161,23085209,53905,18159581,United States & Other Areas,58840941,1655588,31564727,35755732,2009,3819838,-596169,17788415,SI_2009_USA
188614,1020513,-3062,4550563,Utah,5759820,369629,4682261,4739307,2009,195106,366199,4688623,SI_2009_UT
-218318,668545,0,1587219,Virginia,2045930,-359822,973462,1377385,2009,-658698,80558,524598,SI_2009_VA
0,0,0,0,Virgin Islands Of The U.S.,0,0,0,0,2009,0,0,0,SI_2009_VI
1451,29302,0,5322,Vermont,89691,9262,59208,60389,2009,9679,1034,13820,SI_2009_VT
-34855,577263,0,564450,Washington,1262986,-209089,489396,685723,2009,-220461,-23471,147662,SI_2009_WA
20244,511229,0,403991,Wisconsin,1222692,-190311,874383,711463,2009,-205594,35525,361317,SI_2009_WI
2732,17465,0,1293,West Virginia,42797,4706,18694,25332,2009,7385,53,2040,SI_2009_WV
917,8696,0,2493,Wyoming,25822,1773,18879,17126,2009,2547,143,6793,SI_2009_WY
0,0,0,0,Palau,0,0,0,0,2008,0,0,0,CB_2008_
341408,400577,0,534128,Alaska,1966734,639937,777179,1566157,2008,981343,2,726493,CB_2008_AK
-305788,5080045,-11574,3514429,Alabama,12692238,-6588605,14142540,7612193,2008,-7012007,129188,3032769,CB_2008_AL
134502,1093328,0,275231,Arkansas,2778288,404590,1518300,1684960,2008,543048,-3956,651619,CB_2008_AR
403,3157,0,667,American Samoa,11322,754,8346,8165,2008,1157,0,2005,CB_2008_AS
-89899,344915,-64,452808,Arizona,938609,-528902,807965,593694,2008,-589415,-29322,77664,CB_2008_AZ
128372,7616579,-15351,4961934,California,20633905,-796888,10770911,13017326,2008,915848,-1569013,3631367,CB_2008_CA
87799,1012999,-230,378625,Colorado,2791610,23154,1739251,1778611,2008,149532,-38349,488797,CB_2008_CO
-40657,470168,0,218149,Connecticut,1260933,-253645,885396,790765,2008,-71553,-222749,241227,CB_2008_CT
174,22530,0,11075,District Of Columbia,73605,2063,46734,51075,2008,2398,-161,9132,CB_2008_DC
3165978,7649567,-42220,20601814,Delaware,33699761,5928107,18324238,26050194,2008,8587182,549123,21463040,CB_2008_DE
-147542,2585596,600,1736819,Florida,5957702,-1207036,3640877,3372106,2008,-1233366,-121812,772224,CB_2008_FL
0,673,0,0,Federated States of Micronesia,4777,1126,3652,4104,2008,1074,52,622,CB_2008_FM
-91824,6169285,-279,4100772,Georgia,13957827,55579,8574965,7788542,2008,-1103094,1067128,3784101,CB_2008_GA
2622,11758,0,2518,Guam,58968,6577,54366,47210,2008,7466,1733,17140,CB_2008_GU
160749,389048,0,278505,Hawaii,1575331,280634,957207,1186283,2008,440155,1228,489584,CB_2008_HI
79582,1298012,-142,261159,Iowa,3061664,438948,1368494,1763652,2008,545261,-26589,411262,CB_2008_IA
11556,118584,0,66492,Idaho,381477,25472,222748,262893,2008,36756,272,63103,CB_2008_ID
164898,6692290,-2046,3204483,Illinois,13991546,178673,7824520,7299256,2008,891018,-545401,4620765,CB_2008_IL
-7239,1334506,0,664942,Indiana,3292586,-57261,1859393,1958080,2008,35981,-100481,602236,CB_2008_IN
48294,1081955,256,411307,Kansas,2837433,366831,1510575,1755478,2008,416305,-1436,582709,CB_2008_KS
95196,1093049,-183,174450,Kentucky,2715508,355968,1386845,1622459,2008,515677,-64330,454513,CB_2008_KY
108152,810117,-22,285412,Louisiana,2643610,417274,1496784,1833493,2008,520017,5431,468720,CB_2008_LA
1069555,2408914,0,77725,Massachusetts,5934591,1904665,8783472,3525677,2008,3161257,-187037,8496777,CB_2008_MA
-18220,610923,0,206232,Maryland,1506738,-76138,970574,895815,2008,27125,-121483,308116,CB_2008_MD
40059,199797,0,15408,Maine,1091167,86533,779306,891370,2008,140130,-13538,43474,CB_2008_ME
-679980,2148557,0,3712859,Michigan,5752496,-2128731,3670673,3603939,2008,-2747542,-61169,1032051,CB_2008_MI
120609,1588341,1,585636,Minnesota,4177474,466257,2279933,2589133,2008,580957,5907,857393,CB_2008_MN
239244,2420174,-102,1114860,Missouri,6029768,294836,3356675,3609594,2008,540928,-6746,1402869,CB_2008_MO
164345,1142568,-1592,303241,Mississippi,3052491,472513,1825622,1909923,2008,656403,-17953,875343,CB_2008_MS
75375,341285,46,81891,Montana,1086492,229974,511450,745207,2008,309693,-4390,157827,CB_2008_MT
2539820,31853341,1710,15776698,North Carolina,69022868,5570877,36116521,37169527,2008,10031983,-1922996,24755675,CB_2008_NC
82226,432715,0,222037,North Dakota,1136915,217261,664963,704200,2008,300186,-699,482986,CB_2008_ND
110544,897464,0,245263,Nebraska,2217190,380518,1681096,1319726,2008,504195,-13133,1110828,CB_2008_NE
-1484,48463,0,5064,New Hampshire,120969,-10356,458767,72506,2008,3110,-14950,394435,CB_2008_NH
92314,1203445,0,222440,New Jersey,2769432,112877,1402979,1565987,2008,458615,-253424,518047,CB_2008_NJ
28946,312884,0,118593,New Mexico,968023,-145129,796259,655139,2008,-104617,-11566,155096,CB_2008_NM
-7929822,27533282,3822000,21646069,Nevada,65169280,-6241811,39802597,37635998,2008,-16008609,-1985024,7804059,CB_2008_NV
828728,7115860,-37797,1464872,New York,15941215,1172752,13298490,8825355,2008,3871184,-1831907,9809191,CB_2008_NY
4818808,35793377,1908504,24347916,Ohio,82683574,12901162,53172707,46890197,2008,14780815,1030651,45411241,CB_2008_OH
129108,1251976,52,357285,Oklahoma,3452662,640556,1857663,2200686,2008,755550,14062,769812,CB_2008_OK
4981,709210,0,565276,Oregon,1931333,11370,798544,1222123,2008,20023,-3672,161720,CB_2008_OR
74587,3160153,0,1178466,Other Areas,5764882,82372,2193927,2604729,2008,76344,80615,844008,CB_2008_OT
552636,4583398,2006,1402846,Pennsylvania,11830192,1456429,6780904,7246794,2008,2596461,-589402,3533417,CB_2008_PA
3025,15588,0,3185,Pacific Islands,75067,8457,66364,59479,2008,9697,1785,19767,CB_2008_PI
71562,3142281,0,1174964,Puerto Rico,5680274,71399,2122426,2537993,2008,64387,78574,823784,CB_2008_PR
548603,3887581,0,1707996,Rhode Island,8352165,-123489,3921459,4464584,2008,349844,75270,1514715,CB_2008_RI
-23756,1105773,0,627585,South Carolina,2612534,-446381,1714151,1506761,2008,-429697,-40440,405278,CB_2008_SC
1603513,8891951,168,15161996,South Dakota,33429577,3536463,26283897,24537626,2008,4209211,930597,21117478,CB_2008_SD
2034,2092441,883,1614641,Tennessee,5221651,-279139,3734453,3129210,2008,-324726,46738,1895158,CB_2008_TN
535902,4691697,1503,1437609,Texas,13518560,2088685,8183315,8826863,2008,2877765,-254681,3671826,CB_2008_TX
6214190,207413754,5446147,151392423,United States,524844334,15179651,328930677,317430580,2008,30432413,-14484720,193324933,CB_2008_US
6288777,210573907,5446147,152570889,United States & Other Areas,530609216,15262023,331124604,320035309,2008,30508757,-14404105,194168941,CB_2008_USA
-1975440,5803700,-47212,5111901,Utah,15333642,-3277597,7418140,9529942,2008,2628090,-7833915,5628189,CB_2008_UT
-195692,7916266,-126035,7386649,Virginia,20826866,-1194843,13237296,12910600,2008,-988255,-276245,6725090,CB_2008_VA
0,2284,0,317,Virgin Islands Of The U.S.,9541,2516,5137,7257,2008,2260,256,457,CB_2008_VI
8254,60686,-488,6228,Vermont,189445,28669,117914,128759,2008,37587,-176,32970,CB_2008_VT
-142655,1349049,-6236,1128102,Washington,3295096,-903082,2122017,1946047,2008,-998927,-40574,305145,CB_2008_WA
-340509,3108063,-2,2478010,Wisconsin,7246358,-1522024,4542508,4138295,2008,-1789932,-72599,1092291,CB_2008_WI
73831,527958,0,97642,West Virginia,1348525,212587,622039,820567,2008,342540,-56122,241654,CB_2008_WV
8602,119465,-7,29319,Wyoming,344678,58494,169371,225213,2008,69980,-2877,43457,CB_2008_WY
0,0,0,0,Palau,0,0,0,0,2008,0,0,0,SI_2008_
-289,6768,0,5240,Alaska,27065,916,18054,20297,2008,321,306,3318,SI_2008_AK
-2384,174377,0,73278,Alabama,342560,-188018,346824,168183,2008,-224905,34503,27014,SI_2008_AL
-47,73395,0,16811,Arkansas,143464,9583,101042,70069,2008,-17857,27393,29927,SI_2008_AR
0,0,0,0,American Samoa,0,0,0,0,2008,0,0,0,SI_2008_AS
37291,13125,0,17010,Arizona,31724,62646,88176,18599,2008,99785,152,186372,SI_2008_AZ
-30263,782454,0,742000,California,1516162,-280616,497633,733708,2008,-307068,-3811,198857,SI_2008_CA
8440,59974,0,15815,Colorado,182345,16935,96705,122371,2008,16063,9312,6212,SI_2008_CO
128198,953057,0,99094,Connecticut,2429539,271626,1407522,1476482,2008,441884,-42060,472018,SI_2008_CT
0,4314,0,472,District Of Columbia,8979,-1481,6819,4665,2008,-2105,624,521,SI_2008_DC
-490903,3659648,0,3567720,Delaware,6653599,-2555906,2278127,2993951,2008,-3058118,11309,-206222,SI_2008_DE
-13687,1429995,22582,1790865,Florida,2651525,-1559406,1381862,1221530,2008,-1634301,38626,316896,SI_2008_FL
0,0,0,0,Federated States of Micronesia,0,0,0,0,2008,0,0,0,SI_2008_FM
40482,176684,0,117188,Georgia,403494,49955,228710,226810,2008,66024,24413,185112,SI_2008_GA
472,1048,0,84,Guam,6697,842,6296,5649,2008,484,830,1215,SI_2008_GU
13566,129030,0,20888,Hawaii,377256,26124,245769,248226,2008,55208,-15518,73639,SI_2008_HI
9248,182961,0,57319,Iowa,386450,-2464,250579,203489,2008,3652,3132,108061,SI_2008_IA
-129,36756,0,19505,Idaho,94401,378,57792,57645,2008,-2397,2646,17255,SI_2008_ID
-119037,1034589,0,528431,Illinois,1889128,-276911,923544,854539,2008,-400331,4383,197105,SI_2008_IL
-15350,300984,0,103863,Indiana,638309,-15470,350852,337325,2008,-35577,4755,81813,SI_2008_IN
43225,384569,0,25111,Kansas,645623,70697,180968,261054,2008,108746,5176,53771,SI_2008_KS
4195,77515,44,4604,Kentucky,151804,15450,64974,74289,2008,18647,954,13936,SI_2008_KY
14304,138214,-27,11168,Louisiana,323109,31549,164866,184895,2008,47743,-1863,38882,SI_2008_LA
46095,1807638,0,190882,Massachusetts,3830534,53517,1809782,2022896,2008,379160,-279548,356928,SI_2008_MA
3058,330814,0,84280,Maryland,629947,-28723,348033,299133,2008,-42016,16351,91164,SI_2008_MD
3846,291031,0,60143,Maine,694240,29150,355614,403209,2008,84882,-51886,97430,SI_2008_ME
-159137,730809,0,410609,Michigan,1167220,-316664,658157,436411,2008,-622627,146826,9728,SI_2008_MI
2019,162309,0,52007,Minnesota,321254,-12601,173079,158945,2008,-22256,11674,43885,SI_2008_MN
-7036,217310,0,143293,Missouri,520164,-44121,368096,302854,2008,-88794,37637,119741,SI_2008_MO
459,23528,0,2061,Mississippi,45501,-1067,27704,21973,2008,-1269,661,6523,SI_2008_MS
1032,7912,0,-141,Montana,19285,2482,13620,11373,2008,2537,977,4643,SI_2008_MT
9901,241845,0,44182,North Carolina,483908,23109,195313,242063,2008,33597,-587,31029,SI_2008_NC
6265,27043,0,2637,North Dakota,74007,11939,43781,46964,2008,17362,842,16816,SI_2008_ND
-16730,169635,0,110572,Nebraska,342947,-102166,240854,173312,2008,-122417,3521,55697,SI_2008_NE
11181,160908,0,21026,New Hampshire,432121,33106,258156,271213,2008,53045,-8758,61014,SI_2008_NH
287190,2959139,0,118363,New Jersey,5002678,384534,1200732,2043539,2008,859635,-187911,135191,SI_2008_NJ
3437,68131,0,12630,New Mexico,128935,9377,53362,60804,2008,2706,10108,7894,SI_2008_NM
117786,182099,0,452874,Nevada,1006564,143277,233089,824465,2008,288114,-27051,149612,SI_2008_NV
-34949,3865490,-99529,894327,New York,7565867,-63267,3030184,3700377,2008,810304,-808991,1034438,SI_2008_NY
-46351,1670263,0,1073559,Ohio,2988884,-401432,1731485,1318621,2008,-566304,118521,920119,SI_2008_OH
1944,423622,0,30080,Oklahoma,834964,279430,236302,411342,2008,273553,7821,128592,SI_2008_OK
1877,14051,0,812,Oregon,38114,3437,19853,24063,2008,5102,212,1704,SI_2008_OR
472,1048,0,84,Other Areas,6697,842,6296,5649,2008,484,830,1215,SI_2008_OT
-475182,3790978,99,2116285,Pennsylvania,7790065,-2022009,5043743,3999087,2008,-1911924,-585366,1249017,SI_2008_PA
472,1048,0,84,Pacific Islands,6697,842,6296,5649,2008,484,830,1215,SI_2008_PI
0,0,0,0,Puerto Rico,0,0,0,0,2008,0,0,0,SI_2008_PR
-22570,86553,0,7607,Rhode Island,192896,-54022,112713,106343,2008,-56543,-20049,-42566,SI_2008_RI
18531,202716,0,51171,South Carolina,427418,19977,187834,224702,2008,34293,4215,48596,SI_2008_SC
7655,37675,0,24041,South Dakota,108951,16088,58519,71276,2008,22580,1163,33864,SI_2008_SD
7242,139005,0,35486,Tennessee,307785,22441,148519,168780,2008,24231,5452,39456,SI_2008_TN
105702,1389891,-6484,1084009,Texas,3265369,-143937,2166035,1875478,2008,-129880,98129,1244686,SI_2008_TX
-188897,34639924,-86319,21552366,United States,71907210,-6177280,36569681,37267286,2008,-5511724,-768136,15343036,SI_2008_US
-188425,34640972,-86319,21552450,United States & Other Areas,71913907,-6176438,36575977,37272935,2008,-5511240,-767306,15344251,SI_2008_USA
260945,1209827,0,3813204,Utah,5098652,363545,5152536,3888825,2008,69591,554899,5146506,SI_2008_UT
-12678,3361721,-2445,2864351,Virginia,6634564,-12669,2493848,3272843,2008,-86088,63186,1999268,SI_2008_VA
0,0,0,0,Virgin Islands Of The U.S.,0,0,0,0,2008,0,0,0,SI_2008_VI
17380,82837,0,4889,Vermont,255078,46828,183463,172241,2008,60162,4046,76273,SI_2008_VT
22053,719106,0,307402,Washington,1394114,43222,405995,675008,2008,98377,-33102,136766,SI_2008_WA
20105,615596,-559,320714,Wisconsin,1338619,-141627,897015,723023,2008,-165276,44313,329430,SI_2008_WI
2165,20764,0,1527,West Virginia,42880,3676,16522,22116,2008,5791,50,1724,SI_2008_WV
1008,11269,0,1102,Wyoming,27149,2303,14925,15880,2008,3234,77,3381,SI_2008_WY
0,0,0,0,Palau,0,0,0,0,2007,0,0,0,CB_2007_
31341,73713,0,14375,Alaska,264465,56921,139135,190752,2007,88285,-23,51043,CB_2007_AK
989669,5588297,-140986,826230,Alabama,12523575,1905692,5561209,6935278,2007,3079396,-43049,2531557,CB_2007_AL
179949,1487832,0,275974,Arkansas,3157628,360119,1480931,1669796,2007,540819,-751,627928,CB_2007_AR
1272,3476,0,597,American Samoa,12322,1642,7024,8846,2007,2914,0,1689,CB_2007_AS
6260,525455,4851,171044,Arizona,1346088,20488,727567,820633,2007,22513,-616,100491,CB_2007_AZ
2113630,9803361,-899162,1137133,California,22321819,2666019,9780645,12518458,2007,5945330,-266519,4344650,CB_2007_CA
165542,1241359,0,129196,Colorado,2983439,377940,1549231,1742080,2007,543657,-175,480004,CB_2007_CO
94559,648476,0,76400,Connecticut,1441773,188821,667420,793297,2007,283523,-143,234046,CB_2007_CT
4615,34601,0,1824,District Of Columbia,91758,9690,51049,57157,2007,14221,84,9937,CB_2007_DC
3853943,14810601,0,11138657,Delaware,36747115,7219839,20328735,21936514,2007,10937117,136665,20467995,CB_2007_DE
234104,3303696,0,664300,Florida,7017419,554914,3153256,3713723,2007,808720,-19702,912553,CB_2007_FL
0,964,0,220,Federated States of Micronesia,5366,1230,3673,4402,2007,1230,0,721,CB_2007_FM
1157856,8626686,191899,1256670,Georgia,17199064,2932434,7630514,8572378,2007,3651254,247137,3966060,CB_2007_GA
4582,15451,0,537,Guam,64212,10146,49773,48761,2007,14640,88,16189,CB_2007_GU
266694,579958,0,89357,Hawaii,1728849,416123,832028,1148891,2007,679186,3631,451680,CB_2007_HI
115868,1576143,106,83446,Iowa,3174269,535882,1244890,1598126,2007,653283,-1639,383493,CB_2007_IA
40477,151794,0,12936,Idaho,426978,78265,203649,275184,2007,118573,169,59974,CB_2007_ID
856268,9026790,582,524962,Illinois,16550235,2554528,7487649,7523445,2007,3466053,-55839,3955219,CB_2007_IL
145166,1803714,-30543,261442,Indiana,3779142,442871,1691366,1975428,2007,626215,-7635,603595,CB_2007_IN
174250,1399331,0,102886,Kansas,3193314,629476,1524122,1793983,2007,805462,-1736,638487,CB_2007_KS
138217,1333769,0,98059,Kentucky,2889962,440890,1302560,1556193,2007,580187,-1080,424613,CB_2007_KY
180329,1010389,-38,76198,Louisiana,2780613,550504,1444269,1770224,2007,738257,-7386,488500,CB_2007_LA
792821,3635283,5491,26035,Massachusetts,6281769,1543603,7619991,2646486,2007,2331580,-647,7331120,CB_2007_MA
82289,816433,0,71906,Maryland,1851835,213913,964130,1035402,2007,348798,-52596,349432,CB_2007_MD
196094,1320059,877,126650,Maine,3526005,414253,1990263,2205946,2007,607943,1527,518910,CB_2007_ME
426774,3183671,454,708245,Michigan,7121877,895876,3086841,3938206,2007,1309987,12209,1166867,CB_2007_MI
376157,2725695,12,350542,Minnesota,6054409,1235321,2534070,3328714,2007,1597299,14167,1153197,CB_2007_MN
383659,3017294,5,331278,Missouri,6522307,1061708,3047041,3505013,2007,1443613,1749,1316919,CB_2007_MO
246137,1465763,-60,98254,Mississippi,3323426,604452,1685898,1857663,2007,861703,-11054,788192,CB_2007_MS
91537,432323,0,26070,Montana,1150366,276959,486364,718043,2007,368382,114,162773,CB_2007_MT
7685368,59295005,-248,4475389,North Carolina,107697342,18082262,49084580,48402337,2007,25751181,16697,30908813,CB_2007_NC
101660,630145,0,66589,North Dakota,1175414,247203,579346,545269,2007,347487,1376,448153,CB_2007_ND
86828,1080060,0,86036,Nebraska,2321555,376108,1704665,1241495,2007,461532,1404,1010738,CB_2007_NE
13410,81645,0,3682,New Hampshire,213603,25433,103936,131958,2007,40687,-1844,16347,CB_2007_NH
203856,1642148,-112,133660,New Jersey,3248182,509147,1360850,1606034,2007,741004,-27889,629480,CB_2007_NJ
61061,398408,0,30560,New Mexico,1065748,216712,508091,667340,2007,277038,735,148349,CB_2007_NM
-1152977,39631415,477,11066233,Nevada,71839386,3799055,33478259,32207971,2007,2158278,487323,14494799,CB_2007_NV
1594424,8518513,-5927,437399,New York,15997767,2847927,11153514,7479254,2007,4806191,-357913,8917850,CB_2007_NY
8349614,53745274,-22000,7906243,Ohio,95420328,17360358,54366883,41675054,2007,25716416,15556,46314488,CB_2007_OH
174427,1729046,76,163632,Oklahoma,3750848,731267,1726681,2021802,2007,908229,-2611,776740,CB_2007_OK
156698,1286583,0,122268,Oregon,2374850,291635,685971,1088267,2007,448394,-61,168366,CB_2007_OR
80250,3821883,0,925992,Other Areas,6487173,225184,2058208,2665290,2007,377580,-72146,696490,CB_2007_OT
919716,7076474,-181909,529103,Pennsylvania,14252042,2043830,8177999,7175568,2007,3320003,-174548,4851537,CB_2007_PA
5854,19891,0,1354,Pacific Islands,81900,13018,60470,62009,2007,18784,88,18599,CB_2007_PI
74445,3799798,0,920151,Puerto Rico,6393242,214133,1989536,2593444,2007,360757,-72179,677000,CB_2007_PR
677723,4785132,0,632472,Rhode Island,8276081,1234734,2515265,3490949,2007,1829247,83210,1486035,CB_2007_RI
201207,1412495,0,136697,South Carolina,2945265,406940,1183481,1532770,2007,612949,-4802,400357,CB_2007_SC
4367890,13874496,0,6640456,South Dakota,34987368,8942996,26573416,21112872,2007,13108013,202873,25209013,CB_2007_SD
21479,2843130,4765,428675,Tennessee,5512308,294632,3199257,2669178,2007,308609,2737,1267363,CB_2007_TN
1058018,6545768,3618,537010,Texas,15646042,3096991,7936233,9100274,2007,4176336,-24945,3549305,CB_2007_TX
42672390,304298016,-1735552,56474839,United States,605011731,97413970,312228107,300713715,2007,142387997,-566085,210377228,CB_2007_US
42752640,308119899,-1735552,57400831,United States & Other Areas,611498904,97639154,314286315,303379005,2007,142765577,-638231,211073718,CB_2007_USA
2249143,8458620,362068,2021660,Utah,16787686,4348704,5773177,8329066,2007,6985623,-749844,6451394,CB_2007_UT
1694391,5020642,-1029834,1730800,Virginia,12231460,2106466,8697015,7210818,2007,4830905,-214,8047902,CB_2007_VA
-49,2194,0,4487,Virgin Islands Of The U.S.,12031,-1967,8202,9837,2007,-1961,-55,891,CB_2007_VI
29714,146349,0,6855,Vermont,400613,81802,210288,254264,2007,121278,-9762,84157,CB_2007_VT
260933,1525103,0,139391,Washington,3555282,586902,1380792,2030179,2007,848067,-232,338071,CB_2007_WA
462496,4164882,-14,444694,Wisconsin,8051226,1224273,2846932,3886344,2007,1656731,30052,1062013,CB_2007_WI
101848,596850,0,41207,West Virginia,1353295,249155,591175,756445,2007,350866,137,226803,CB_2007_WV
9258,187347,0,14059,Wyoming,458541,121937,175478,271194,2007,131577,-382,49920,CB_2007_WY
0,0,0,0,Palau,0,0,0,0,2007,0,0,0,SI_2007_
2119,9381,0,518,Alaska,30766,4543,17916,21385,2007,6351,311,3400,SI_2007_AK
9137,202957,0,15842,Alabama,364129,27496,162232,161172,2007,17675,18958,34577,SI_2007_AL
2234,81918,0,9758,Arkansas,148792,12716,78290,66874,2007,1596,13354,22770,SI_2007_AR
0,0,0,0,American Samoa,0,0,0,0,2007,0,0,0,SI_2007_AS
37225,24923,0,9759,Arizona,47735,71599,88571,22812,2007,108725,99,184243,SI_2007_AZ
-273649,3222991,0,838747,California,5130763,-332316,1783646,1907772,2007,-561122,-44843,153499,SI_2007_CA
9360,83599,0,4400,Colorado,189858,18600,105836,106259,2007,5738,22223,9713,SI_2007_CO
167585,961435,1554,19327,Connecticut,2179844,337879,1038155,1218409,2007,516649,-12739,355722,SI_2007_CT
-75,5913,0,501,District Of Columbia,11681,-11432,18178,5768,2007,-11085,-422,1826,SI_2007_DC
463835,4845635,0,337894,Delaware,7043287,674179,1555387,2197652,2007,1062472,75542,758101,SI_2007_DE
57153,1684270,0,258878,Florida,2872749,118012,1178007,1188479,2007,87508,87657,335914,SI_2007_FL
0,0,0,0,Federated States of Micronesia,0,0,0,0,2007,0,0,0,SI_2007_FM
8215,170985,0,13550,Georgia,314332,22933,137265,143347,2007,28616,2532,36084,SI_2007_GA
506,1188,0,41,Guam,6682,808,5970,5494,2007,612,702,1129,SI_2007_GU
35294,190139,0,5818,Hawaii,421363,60140,198945,231224,2007,93307,2127,66846,SI_2007_HI
16290,214527,0,15348,Iowa,402721,40563,196475,188194,2007,53573,3280,77202,SI_2007_IA
8093,44300,0,1601,Idaho,101513,13355,54919,57213,2007,18118,3330,17425,SI_2007_ID
16901,1267282,0,173709,Illinois,2149122,-80412,986725,881840,2007,-76707,13196,201887,SI_2007_IL
20042,375478,0,22175,Indiana,694233,55828,312085,318755,2007,62811,13059,78316,SI_2007_IN
27901,453182,0,4436,Kansas,653499,49684,170043,200317,2007,74511,3074,48673,SI_2007_KS
4242,91269,5,2614,Kentucky,161145,15361,62735,69876,2007,18218,1380,13691,SI_2007_KY
15927,146876,0,-3238,Louisiana,309030,33475,150757,162154,2007,48739,663,34104,SI_2007_LA
127332,2015276,0,51782,Massachusetts,3784281,302432,1664166,1769005,2007,383981,45783,330924,SI_2007_MA
19070,356785,0,13732,Maryland,681572,79723,293978,324787,2007,88274,10519,71197,SI_2007_MD
29471,326413,0,18160,Maine,665528,56930,326884,339115,2007,77639,8762,83568,SI_2007_ME
-15168,886266,0,116090,Michigan,1304309,-18679,526952,418043,2007,-98864,65017,126135,SI_2007_MI
8464,165509,0,10526,Minnesota,304568,31509,118092,139059,2007,33629,6344,23188,SI_2007_MN
31250,284797,-535,33775,Missouri,522126,56108,289598,237329,2007,55266,32627,141310,SI_2007_MO
289,28411,0,868,Mississippi,50613,6024,40093,22202,2007,2567,3746,21326,SI_2007_MS
998,8157,0,0,Montana,17839,2267,13468,9682,2007,2954,311,6740,SI_2007_MT
26359,276228,0,9698,North Carolina,532135,69257,191524,255907,2007,94611,1005,39926,SI_2007_NC
4082,34618,0,1264,North Dakota,71734,8721,39736,37116,2007,11399,1404,15283,SI_2007_ND
-2449,158679,0,66610,Nebraska,310415,-6406,134354,151736,2007,-12955,4100,36273,SI_2007_NE
10521,149769,0,3021,New Hampshire,331456,31454,181666,181687,2007,38537,3438,41537,SI_2007_NH
263711,2790025,-75,24320,New Jersey,4348280,487931,1031891,1558255,2007,751093,624,249049,SI_2007_NJ
3081,74789,-7,1804,New Mexico,130856,22035,49272,56067,2007,19715,5408,14724,SI_2007_NM
1384540,15853409,0,3682864,Nevada,28762646,-1603991,16958144,12909237,2007,-216022,-3429,7515749,SI_2007_NV
-462319,4238918,0,48478,New York,7330639,-432361,3852957,3091721,2007,-164171,-730509,645543,SI_2007_NY
225036,1988240,1,289593,Ohio,3254229,439756,1498353,1265989,2007,633032,31759,1154989,SI_2007_OH
2202,481217,0,533,Oklahoma,790035,228499,181720,308818,2007,227319,3383,100754,SI_2007_OK
2314,14024,0,-64,Oregon,37474,3965,18804,23450,2007,6175,104,1465,SI_2007_OR
506,1188,0,41,Other Areas,6682,808,5970,5494,2007,612,702,1129,SI_2007_OT
274208,5000058,89,747324,Pennsylvania,9057543,-675258,5000340,4057485,2007,-448081,46942,1242098,SI_2007_PA
506,1188,0,41,Pacific Islands,6682,808,5970,5494,2007,612,702,1129,SI_2007_PI
0,0,0,0,Puerto Rico,0,0,0,0,2007,0,0,0,SI_2007_PR
9485,81280,0,2030,Rhode Island,162046,22036,107825,80766,2007,1314,30207,30403,SI_2007_RI
29253,229448,0,15293,South Carolina,438897,37614,183238,209449,2007,60696,6171,49778,SI_2007_SC
6816,46879,0,21254,South Dakota,112345,13495,57159,65466,2007,19146,1165,32093,SI_2007_SD
15841,163030,0,5129,Tennessee,334703,42808,153444,171673,2007,50840,7810,37740,SI_2007_TN
210308,3016815,-448,567332,Texas,5090122,474486,2160170,2073307,2007,643554,41688,1297749,SI_2007_TX
3640802,64031516,720,11879549,United States,113342035,2304944,52765868,49310519,2007,6676711,-731682,22011607,SI_2007_US
3641308,64032704,720,11879590,United States & Other Areas,113348717,2305752,52771838,49316013,2007,6677323,-730980,22012736,SI_2007_USA
1376016,2421488,0,1926098,Utah,7288271,2390078,5012905,4866783,2007,3347514,418580,5419734,SI_2007_UT
