ITAX,EINTEXP,EXTRA,ELNATR,STNAME,INTINC,NETINC,NONIX,NIM,YEAR,ITAXR,IGLSEC,NONII,ID
911323,591262,0,33645,Massachusetts,4666121,2648566,9211620,4074859,2017,3574584,-14695,8744990,CB_2017_MA
234940,163612,0,47123,Maryland,1396852,311262,889714,1233240,2017,546786,-584,250383,CB_2017_MD
70776,67397,0,10584,Maine,414054,104929,249298,346657,2017,174387,1318,87612,CB_2017_ME
305134,225541,0,52082,Michigan,2153024,552650,1686177,1927483,2017,869105,-6951,679881,CB_2017_MI
165148,264578,70,90340,Minnesota,2682130,805859,1848031,2417552,2017,971274,-337,492093,CB_2017_MN
666130,513589,0,215416,Missouri,5285053,1611727,3986023,4771464,2017,2280850,-2934,1710825,CB_2017_MO
390124,315139,0,106747,Mississippi,3321001,860051,2750259,3005862,2017,1247950,2225,1099094,CB_2017_MS
157740,91515,0,36236,Montana,1238490,444034,836721,1146975,2017,602200,-426,328182,CB_2017_MT
12596986,3902670,0,3612160,North Carolina,58691939,24188685,45651421,54789269,2017,36608882,197789,31083194,CB_2017_NC
90449,92343,0,38053,North Dakota,1021335,321876,824570,928992,2017,410593,1732,344224,CB_2017_ND
264111,304929,0,406983,Nebraska,2916404,676918,1947643,2611475,2017,924926,16103,668077,CB_2017_NE
14189,16567,0,1651,New Hampshire,106288,21779,63257,89721,2017,33237,2731,8424,CB_2017_NH
328058,435738,0,80047,New Jersey,2575805,591652,1668071,2140067,2017,923665,-3985,531716,CB_2017_NJ
26829,26411,0,11527,New Mexico,455179,148111,335958,428768,2017,175243,-303,93960,CB_2017_NM
422209,76161,0,106685,Nevada,965740,1019140,1466299,889579,2017,1466771,-25422,2150176,CB_2017_NV
3984850,3652355,0,1073584,New York,20041701,7516752,17135642,16389346,2017,11501169,34966,13321049,CB_2017_NY
14404459,10359228,7573,4053197,Ohio,77002304,30607033,75633551,66643076,2017,45087609,-20533,58131281,CB_2017_OH
287533,392231,0,128077,Oklahoma,3624555,1180588,2956235,3232324,2017,1449691,18491,1301679,CB_2017_OK
152041,71411,0,51722,Oregon,1128702,302125,878282,1057291,2017,453969,197,326682,CB_2017_OR
45751,271870,0,696111,Other Areas,2848302,364552,2019351,2576432,2017,421263,-10960,560293,CB_2017_OT
787534,827494,0,180145,Pennsylvania,5301683,1322526,4173484,4474189,2017,2080516,37047,1959956,CB_2017_PA
12682,2655,0,7834,Pacific Islands,97243,9619,105866,94588,2017,22297,4,41409,CB_2017_PI
32128,268501,0,687646,Puerto Rico,2743929,353766,1908830,2475428,2017,396858,-10964,517906,CB_2017_PR
234745,619386,0,272421,Rhode Island,4179082,1441761,2905163,3559696,2017,1675191,1315,1293079,CB_2017_RI
171780,80931,-2607,32107,South Carolina,1133547,229216,933521,1052616,2017,401833,1770,314845,CB_2017_SC
22724954,15885824,-111000,8934125,South Dakota,107024060,22495930,78858181,91138236,2017,44141251,1274780,40795321,CB_2017_SD
549219,518559,0,96904,Tennessee,4099269,998880,3169788,3580710,2017,1553853,-5160,1239835,CB_2017_TN
1749528,1159716,2,507474,Texas,13404311,4688453,10431554,12244595,2017,6428924,15279,5123357,CB_2017_TX
90158642,66577082,-87270,43659915,United States,521498996,151127546,406685375,454921914,2017,239868779,1833979,235292155,CB_2017_US
90204393,66848952,-87270,44356026,United States & Other Areas,524347298,151492098,408704726,457498346,2017,240290042,1823019,235852448,CB_2017_USA
4866335,2972312,152000,3076143,Utah,20953540,9006325,12433107,17981228,2017,13654140,66520,11182162,CB_2017_UT
5228711,5668751,-134682,7561631,Virginia,33585539,2489895,23548502,27916788,2017,7729941,128723,10923286,CB_2017_VA
941,714,0,631,Virgin Islands Of The U.S.,7130,1167,4655,6416,2017,2108,0,978,CB_2017_VI
10544,7141,0,980,Vermont,95277,23884,84425,88136,2017,34351,77,31620,CB_2017_VT
361899,228887,0,25063,Washington,2492778,651117,1962047,2263891,2017,1011805,1211,735024,CB_2017_WA
351758,414246,0,71064,Wisconsin,3366083,932882,2442563,2951837,2017,1283268,1531,845058,CB_2017_WI
160796,126696,0,35098,West Virginia,1044997,254484,733674,918301,2017,409598,5571,260069,CB_2017_WV
14936,24767,0,8031,Wyoming,280470,85352,210900,255703,2017,100622,-334,63850,CB_2017_WY
0,0,0,0,Palau,0,0,0,0,2017,0,0,0,SI_2017_
1741,347,0,236,Alaska,14372,3840,11319,14025,2017,5379,202,2909,SI_2017_AK
1837,3922,0,47,Alabama,21221,2991,24536,17299,2017,4809,19,12093,SI_2017_AL
0,1226,0,0,Arkansas,4481,1119,4954,3255,2017,1119,0,2818,SI_2017_AR
0,0,0,0,American Samoa,0,0,0,0,2017,0,0,0,SI_2017_AS
0,0,0,0,Arizona,0,0,0,0,2017,0,0,0,SI_2017_AZ
170064,107920,0,5001,California,661985,249452,475870,554065,2017,428881,-9365,355687,SI_2017_CA
4378,12085,0,4173,Colorado,79342,23093,41836,67257,2017,27981,-510,6733,SI_2017_CO
137439,171772,0,26183,Connecticut,1125883,198748,878340,954111,2017,311409,25012,261821,SI_2017_CT
0,0,0,0,District Of Columbia,0,0,0,0,2017,0,0,0,SI_2017_DC
67646,29651,0,10682,Delaware,273520,49606,235903,243869,2017,115268,1984,117984,SI_2017_DE
9086,219218,0,115990,Florida,933595,136426,796405,714377,2017,144957,555,342975,SI_2017_FL
0,0,0,0,Federated States of Micronesia,0,0,0,0,2017,0,0,0,SI_2017_FM
10086,17724,0,-793,Georgia,154396,36343,164191,136672,2017,46177,252,72903,SI_2017_GA
193,202,0,101,Guam,6897,575,8058,6695,2017,768,0,2232,SI_2017_GU
43205,21794,0,10953,Hawaii,305815,82552,211444,284021,2017,125326,431,63702,SI_2017_HI
26963,9314,0,-10377,Iowa,79118,36822,33683,69804,2017,64588,-803,18090,SI_2017_IA
2091,1526,0,200,Idaho,24743,4343,25393,23217,2017,6474,-40,8850,SI_2017_ID
87850,244358,0,103260,Illinois,1019575,29300,952436,775217,2017,116164,986,396643,SI_2017_IL
10273,23275,0,4919,Indiana,200634,47857,195026,177359,2017,55516,2627,78102,SI_2017_IN
49691,144711,0,1384,Kansas,437588,116375,174204,292877,2017,166593,-527,49304,SI_2017_KS
2698,10513,0,4379,Kentucky,61568,9538,46285,51055,2017,12248,-12,11857,SI_2017_KY
13732,25384,-17,4874,Louisiana,185307,23190,172827,159923,2017,36725,214,54503,SI_2017_LA
442907,589134,0,89289,Massachusetts,3488002,667290,2470461,2898868,2017,982675,131801,643557,SI_2017_MA
20914,30493,0,5992,Maryland,198226,29620,155164,167733,2017,50536,2,43959,SI_2017_MD
52503,70070,0,8014,Maine,562378,103598,459286,492308,2017,142560,13606,117552,SI_2017_ME
165701,144807,0,5977,Michigan,719288,163748,728551,574481,2017,326275,3174,486322,SI_2017_MI
20525,16752,0,3934,Minnesota,174731,36386,167013,157979,2017,57569,-658,70537,SI_2017_MN
23553,26097,0,2131,Missouri,135899,38074,155981,109802,2017,60852,775,109162,SI_2017_MO
563,5341,0,416,Mississippi,21954,2371,14883,16613,2017,2934,0,1620,SI_2017_MS
471,264,0,0,Montana,3695,571,8794,3431,2017,1042,0,6405,SI_2017_MT
9776,18034,0,269,North Carolina,108397,13239,76679,90363,2017,22939,76,9524,SI_2017_NC
6975,7709,0,1978,North Dakota,87197,20311,92566,79488,2017,27292,-6,42348,SI_2017_ND
26770,36150,0,12603,Nebraska,329674,71280,216821,293524,2017,99546,-1496,35446,SI_2017_NE
23215,32309,0,7265,New Hampshire,288633,38720,243955,256324,2017,58235,3700,53131,SI_2017_NH
363717,533084,0,51082,New Jersey,2512375,425532,1701099,1979291,2017,789823,-574,562713,SI_2017_NJ
1833,5581,0,1207,New Mexico,40541,8328,46815,34960,2017,10337,-176,23399,SI_2017_NM
1177401,195768,0,9767,Nevada,3762262,1952629,555955,3566494,2017,3120030,10000,119258,SI_2017_NV
489472,759922,0,5559,New York,3456578,902918,1819433,2696656,2017,1349892,44303,478228,SI_2017_NY
347036,332990,0,13566,Ohio,1296899,772469,1210059,963909,2017,1118781,841,1378497,SI_2017_OH
249,124046,0,31362,Oklahoma,596769,221234,391859,472723,2017,221591,-108,172089,SI_2017_OK
4116,871,0,656,Oregon,30776,4300,24573,29905,2017,8397,19,3721,SI_2017_OR
193,202,0,101,Other Areas,6897,575,8058,6695,2017,768,0,2232,SI_2017_OT
277536,390201,0,90854,Pennsylvania,2669769,669112,2066414,2279568,2017,931274,15366,808974,SI_2017_PA
193,202,0,101,Pacific Islands,6897,575,8058,6695,2017,768,0,2232,SI_2017_PI
0,0,0,0,Puerto Rico,0,0,0,0,2017,0,0,0,SI_2017_PR
2843,22425,0,5025,Rhode Island,133059,31211,115733,110634,2017,23064,10990,33188,SI_2017_RI
6374,5402,0,420,South Carolina,57696,11984,42573,52294,2017,18264,94,8963,SI_2017_SC
27958,16107,0,45551,South Dakota,197740,63327,254144,181633,2017,91233,52,209295,SI_2017_SD
13933,12262,0,-316,Tennessee,115021,23888,83269,102759,2017,37081,740,17275,SI_2017_TN
601483,300664,0,726162,Texas,4605472,1083057,4539999,4304808,2017,1673794,10746,2635147,SI_2017_TX
7610388,6405005,-17,6779117,United States,47922132,12598825,34161023,41517127,2017,19910125,305614,19333138,SI_2017_US
7610581,6405207,-17,6779218,United States & Other Areas,47929029,12599400,34169081,41523822,2017,19910893,305614,19335370,SI_2017_USA
2276374,1500216,0,5507921,Utah,14502792,3529678,10085192,13002576,2017,5806811,-759,8397348,SI_2017_UT
394832,17027,0,-168142,Virginia,1173567,388537,573084,1156540,2017,743431,39938,-8167,SI_2017_VA
0,0,0,0,Virgin Islands Of The U.S.,0,0,0,0,2017,0,0,0,SI_2017_VI
6118,11502,0,1878,Vermont,83087,9056,72561,71585,2017,13755,1419,16609,SI_2017_VT
46927,34919,0,1316,Washington,286503,62129,201089,251584,2017,108204,852,59025,SI_2017_WA
134335,112816,0,34555,Wisconsin,650611,197340,1105999,537795,2017,331753,-78,934512,SI_2017_WI
4205,5576,0,96,West Virginia,32046,3844,20032,26470,2017,8049,0,1707,SI_2017_WV
993,1726,0,1619,Wyoming,17352,1449,16335,15626,2017,2492,-50,4820,SI_2017_WY
0,0,0,0,Palau,0,0,0,0,2016,0,0,0,CB_2016_
28175,5362,0,4936,Alaska,212612,63637,187895,207250,2016,90540,1851,76121,CB_2016_AK
861692,842847,0,670092,Alabama,7994518,2132328,6635555,7151671,2016,2945122,52486,3099098,CB_2016_AL
467958,274697,0,150401,Arkansas,3228502,1083277,2485238,2953805,2016,1535965,15329,1217799,CB_2016_AR
0,0,0,0,American Samoa,0,0,0,0,2016,0,0,0,CB_2016_AS
120687,46270,0,12819,Arizona,845155,299109,526022,798885,2016,417755,2041,157711,CB_2016_AZ
3267562,2074669,-210213,967089,California,21951339,5857369,16451789,19876670,2016,9022370,247519,6564578,CB_2016_CA
185709,106487,-185,50841,Colorado,1855886,597158,1486275,1749399,2016,776186,6687,563903,CB_2016_CO
250402,255304,0,103956,Connecticut,2176951,549008,1687104,1921647,2016,801534,-2124,670947,CB_2016_CT
5021,2386,0,-4712,District Of Columbia,39303,8664,37102,36917,2016,13252,1121,8725,CB_2016_DC
4253310,5199093,-39676,7732696,Delaware,44720109,9342632,29920940,39521016,2016,13717290,78646,11849910,CB_2016_DE
609786,596819,0,162804,Florida,5121530,1280260,3366092,4524711,2016,1845677,44375,849862,CB_2016_FL
33,190,0,265,Federated States of Micronesia,6202,1882,4505,6012,2016,1915,0,673,CB_2016_FM
1290320,712066,0,549562,Georgia,9349886,2993595,7860240,8637820,2016,4272107,20777,4044088,CB_2016_GA
5877,2212,0,3900,Guam,83676,14492,96002,81464,2016,19968,401,38406,CB_2016_GU
255286,76949,0,6991,Hawaii,1200126,476074,846426,1123177,2016,693182,38153,423422,CB_2016_HI
177054,365667,0,97681,Iowa,2793316,887379,1873448,2427649,2016,1038370,26063,581850,CB_2016_IA
17583,9280,0,3871,Idaho,185515,44640,149586,176235,2016,61220,1003,38442,CB_2016_ID
1358171,1097500,0,383623,Illinois,11143450,3707390,11581479,10045950,2016,5024432,42046,6943584,CB_2016_IL
313994,260749,0,57197,Indiana,2679959,808075,2073608,2419210,2016,1103110,18972,814705,CB_2016_IN
108018,225572,0,73642,Kansas,2004105,593271,1721421,1778533,2016,675168,25998,691698,CB_2016_KS
127023,216834,0,65504,Kentucky,2112078,570425,1694561,1895244,2016,679351,18097,544172,CB_2016_KY
363160,299097,0,530858,Louisiana,2729606,14302,2111461,2430509,2016,364509,12953,576319,CB_2016_LA
188761,400198,0,53414,Massachusetts,4089569,2673037,8839322,3689371,2016,2857053,4745,8060418,CB_2016_MA
153599,128000,0,52756,Maryland,1223460,300295,857905,1095460,2016,447926,5968,263127,CB_2016_MD
40484,48488,0,9947,Maine,327904,93910,208091,279416,2016,129103,5291,67725,CB_2016_ME
180777,151816,0,38038,Michigan,1761468,508220,1502955,1609652,2016,688546,5753,619887,CB_2016_MI
159013,228811,40,84875,Minnesota,2609658,803833,1870232,2380847,2016,950021,12785,524281,CB_2016_MN
517836,396498,0,179514,Missouri,4731447,1478612,3771025,4334949,2016,1970132,26507,1585722,CB_2016_MO
264784,233908,0,170127,Mississippi,2995225,777890,2671142,2761317,2016,1037639,5035,1117591,CB_2016_MS
124552,77635,0,27016,Montana,1109405,409767,791837,1031770,2016,532692,1627,319775,CB_2016_MT
10963834,2731548,0,3956391,North Carolina,53997167,22687278,45081569,51265619,2016,33121686,545786,30894027,CB_2016_NC
65919,75628,0,58537,North Dakota,965333,304818,821861,889705,2016,362928,7809,353621,CB_2016_ND
282747,338188,218,478542,Nebraska,3243440,856984,2480314,2905252,2016,1126070,13443,1179674,CB_2016_NE
9002,14280,0,3115,New Hampshire,92609,14746,63613,78329,2016,20669,3079,9068,CB_2016_NH
184375,366679,0,85854,New Jersey,2281926,577310,1562191,1915247,2016,756034,6086,488832,CB_2016_NJ
179,30521,0,14956,New Mexico,490522,165142,388419,460001,2016,156744,8577,100118,CB_2016_NM
244031,55702,0,482376,Nevada,1396841,626146,1382373,1341139,2016,829468,40709,1353078,CB_2016_NV
3542987,2550229,0,645602,New York,16847573,7384381,15883974,14297344,2016,10781192,180264,13013424,CB_2016_NY
11883093,7041814,1057,4251577,Ohio,66934246,28916533,71156155,59892432,2016,40720909,159065,56236209,CB_2016_OH
186881,288809,0,166474,Oklahoma,3242125,1030038,2848419,2953316,2016,1188422,28628,1249999,CB_2016_OK
181021,67845,0,51915,Oregon,1280143,336437,1014229,1212298,2016,515567,1891,369413,CB_2016_OR
73451,299756,0,419266,Other Areas,2818460,315408,2145343,2518704,2016,375339,13520,421244,CB_2016_OT
530657,558931,-9005,193388,Pennsylvania,4481492,1263080,3723152,3922561,2016,1776345,34180,1770324,CB_2016_PA
5910,2402,0,4165,Pacific Islands,89878,16374,100507,87476,2016,21883,401,39079,CB_2016_PI
67143,296496,0,414889,Puerto Rico,2719186,297364,2036839,2422690,2016,351547,12960,380585,CB_2016_PR
441490,397596,0,279554,Rhode Island,3586539,942134,2796269,3188943,2016,1387788,-4164,1274668,CB_2016_RI
109021,67225,0,32474,South Carolina,978863,236139,841586,911638,2016,339450,5710,301872,CB_2016_SC
15586162,11338926,-48000,9293385,South Dakota,98513327,33361037,72736399,87174401,2016,47582483,1478309,42437866,CB_2016_SD
401451,363860,0,89420,Tennessee,3471324,1020228,2900910,3107464,2016,1406235,14932,1289101,CB_2016_TN
1210743,892474,1957,804898,Texas,12362019,3813830,10509306,11469545,2016,4951093,79683,4795752,CB_2016_TX
68754872,48371408,-322568,42531514,United States,469083148,156369652,388196826,420711740,2016,222256734,3525693,232273333,CB_2016_US
68828323,48671164,-322568,42950780,United States & Other Areas,471901608,156685060,390342169,423230444,2016,222632073,3539213,232694577,CB_2016_USA
4408358,2080585,0,2213790,Utah,16615447,7704002,11214445,14534862,2016,12013055,99450,10906428,CB_2016_UT
2126207,4114238,-18761,6983534,Virginia,30156720,4785963,22149780,26042482,2016,6870888,67656,9961720,CB_2016_VA
398,858,0,212,Virgin Islands Of The U.S.,9396,1670,7997,8538,2016,1909,159,1580,CB_2016_VI
12855,10213,0,1850,Vermont,148024,40403,127874,137811,2016,52531,727,44444,CB_2016_VT
291720,207039,0,28237,Washington,2293441,648685,1867325,2086402,2016,933924,6481,743084,CB_2016_WA
254996,299933,0,118433,Wisconsin,3098702,904614,2400083,2798769,2016,1144098,15570,863845,CB_2016_WI
135962,125207,0,53004,West Virginia,1154162,313400,836969,1028955,2016,437441,10949,298459,CB_2016_WV
10464,20936,0,8670,Wyoming,259081,82167,200860,238145,2016,91462,1169,62847,CB_2016_WY
0,0,0,0,Palau,0,0,0,0,2016,0,0,0,SI_2016_
1019,337,0,1217,Alaska,13762,3667,11143,13425,2016,3623,1063,2558,SI_2016_AK
1500,3805,0,306,Alabama,20651,3569,24263,16846,2016,4989,80,12712,SI_2016_AL
0,1280,0,0,Arkansas,4682,1691,4656,3402,2016,1691,0,2945,SI_2016_AR
0,0,0,0,American Samoa,0,0,0,0,2016,0,0,0,SI_2016_AS
59928,1111,0,851,Arizona,10143,178311,131298,9032,2016,238239,0,361356,SI_2016_AZ
151169,89481,0,5281,California,587978,236005,449579,498497,2016,384451,2723,340814,SI_2016_CA
6764,11137,0,1123,Colorado,75972,14761,46036,64835,2016,20999,526,3323,SI_2016_CO
77371,159671,0,35895,Connecticut,1078525,218249,884961,918854,2016,252506,43310,254508,SI_2016_CT
0,0,0,0,District Of Columbia,0,0,0,0,2016,0,0,0,SI_2016_DC
37216,20239,0,12472,Delaware,234459,70026,199920,214220,2016,104858,2384,103030,SI_2016_DE
106975,272146,0,48806,Florida,1191744,187314,814147,919598,2016,293950,339,237305,SI_2016_FL
0,0,0,0,Federated States of Micronesia,0,0,0,0,2016,0,0,0,SI_2016_FM
10045,16973,0,-83,Georgia,142188,35114,160383,125215,2016,45088,71,80173,SI_2016_GA
240,199,0,69,Guam,6504,610,7848,6305,2016,850,0,2462,SI_2016_GU
41145,20633,0,17073,Hawaii,286579,74093,203187,265946,2016,114270,968,68584,SI_2016_HI
22382,9372,0,-5626,Iowa,74843,35785,33049,65471,2016,58618,-451,20570,SI_2016_IA
1734,1555,0,0,Idaho,22599,3601,24831,21044,2016,5322,13,9109,SI_2016_ID
58084,241808,0,51660,Illinois,1017095,105535,1016412,775287,2016,160834,2785,453619,SI_2016_IL
14218,21156,0,4848,Indiana,188192,41013,179781,167036,2016,53230,2014,70823,SI_2016_IN
53295,128113,0,381,Kansas,409343,106235,168646,281230,2016,159895,-365,47692,SI_2016_KS
2811,9584,0,2402,Kentucky,60194,11284,45144,50610,2016,13761,334,10697,SI_2016_KY
11311,22212,0,3655,Louisiana,172798,29291,166969,150586,2016,38348,2254,58386,SI_2016_LA
272062,503865,0,79960,Massachusetts,3135978,624472,2354496,2632113,2016,845139,55284,647482,SI_2016_MA
3448,38590,0,1931,Maryland,221734,39881,189656,183144,2016,42539,993,50982,SI_2016_MD
41732,60640,0,6757,Maine,522924,107069,428655,462284,2016,140388,8518,113516,SI_2016_ME
124578,106920,0,-8137,Michigan,590345,235764,635210,483425,2016,355929,4413,499577,SI_2016_MI
14020,10849,0,2376,Minnesota,129473,30655,106876,118624,2016,45278,-603,35906,SI_2016_MN
32162,153160,0,20422,Missouri,570107,189464,459078,416947,2016,235185,-13559,297738,SI_2016_MO
613,4950,0,432,Mississippi,22231,3062,15256,17281,2016,3620,55,2027,SI_2016_MS
382,264,0,0,Montana,3728,723,7951,3464,2016,1105,0,5592,SI_2016_MT
12446,28029,0,1530,North Carolina,185722,26587,147162,157693,2016,35915,3118,26914,SI_2016_NC
7536,6804,0,3708,North Dakota,82497,19466,86940,75693,2016,26320,682,41275,SI_2016_ND
25133,30928,0,5426,Nebraska,305856,50915,234613,274928,2016,75054,994,40165,SI_2016_NE
17411,34280,0,7429,New Hampshire,313079,49702,277443,278799,2016,61616,5497,67689,SI_2016_NH
244405,451102,0,43844,New Jersey,2253274,506059,1499447,1802172,2016,739214,11250,480333,SI_2016_NJ
-3688,3835,0,1458,New Mexico,37245,12476,44808,33410,2016,8788,0,21644,SI_2016_NM
864584,52882,0,-330,Nevada,2764920,1487473,504236,2712038,2016,2348057,4000,139925,SI_2016_NV
559585,776488,0,17586,New York,3825078,928406,2036083,3048590,2016,1481631,6982,486710,SI_2016_NY
337932,293119,0,32427,Ohio,1299355,769087,1304807,1006236,2016,1103800,3362,1434798,SI_2016_OH
243,88681,0,7156,Oklahoma,553033,315687,364486,464352,2016,314648,1282,221938,SI_2016_OK
2898,880,0,396,Oregon,28942,4211,25512,28062,2016,6654,455,4500,SI_2016_OR
240,199,0,69,Other Areas,6504,610,7848,6305,2016,850,0,2462,SI_2016_OT
215542,343882,0,119939,Pennsylvania,2435359,494008,2043579,2091477,2016,695613,13937,767654,SI_2016_PA
240,199,0,69,Pacific Islands,6504,610,7848,6305,2016,850,0,2462,SI_2016_PI
0,0,0,0,Puerto Rico,0,0,0,0,2016,0,0,0,SI_2016_PR
10031,18920,0,3487,Rhode Island,116765,24838,95486,97845,2016,29049,5820,30177,SI_2016_RI
5297,4965,0,585,South Carolina,56751,14230,42451,51786,2016,19011,516,10261,SI_2016_SC
13668,8032,0,32076,South Dakota,159295,47427,187456,151263,2016,62246,-1151,130515,SI_2016_SD
11100,12095,0,208,Tennessee,113414,26818,83612,101319,2016,37578,340,20079,SI_2016_TN
438575,264734,0,744089,Texas,4177076,1038941,4206451,3912342,2016,1465874,11642,2504072,SI_2016_TX
7055925,5719457,0,5145917,United States,43884848,13823349,33276172,38165391,2016,20637211,247234,20893909,SI_2016_US
7056165,5719656,0,5145986,United States & Other Areas,43891352,13823959,33284020,38171696,2016,20638061,247234,20896371,SI_2016_USA
2761617,1239437,0,3936881,Utah,12462108,4707619,9557842,11222671,2016,7469213,23,9741265,SI_2016_UT
269794,4934,0,-149498,Virginia,930215,448283,422192,925281,2016,661245,56832,8658,SI_2016_VA
